Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2021,Construction,9231,18.29,79.79,1773,168
2015,Aerospace,6088,14.63,18.29,516,229
2016,Pharmaceutical,541,18.72,178.13,62,356
2018,Food & Beverage,7568,6.53,400.23,1109,271
2023,Agriculture,624,25.88,216.38,206,157
2016,Automotive,6042,26.03,418.28,2011,466
2019,Automotive,1066,28.58,287.08,121,182
2019,Aerospace,6405,25.76,213.38,41,339
2015,Electronics,1446,18.2,413.0,562,401
2025,Automotive,9982,27.93,249.37,831,496
2025,Pharmaceutical,5212,21.32,213.45,1741,334
2024,Construction,5756,27.59,446.85,929,34
2022,Healthcare,1746,5.16,396.39,33,199
2021,Electronics,5978,22.29,250.87,359,447
2022,Pharmaceutical,5695,10.22,405.24,1801,223
2017,Agriculture,3188,17.25,276.34,594,81
2018,Healthcare,9468,19.91,263.86,2838,341
2016,Aerospace,5975,5.02,436.26,2584,199
2017,Automotive,773,18.48,126.49,358,499
2023,Energy,8310,7.42,392.99,881,420
2025,Aerospace,431,29.67,339.18,82,88
2018,Food & Beverage,4342,25.19,449.29,177,381
2020,Automotive,8495,24.39,99.44,357,36
2020,Food & Beverage,3338,22.19,132.92,965,170
2017,Construction,3608,5.21,38.87,1421,470
2019,Pharmaceutical,440,28.93,134.82,134,440
2015,Construction,1601,11.32,83.87,727,289
2022,Agriculture,97,26.33,354.04,39,105
2020,Pharmaceutical,7510,14.93,368.43,3337,325
2017,Electronics,7016,15.41,449.01,1917,410
2015,Automotive,4474,23.02,330.71,76,273
2023,Automotive,9955,21.32,389.14,4975,380
2017,Energy,8416,17.9,132.1,2339,271
2017,Electronics,8668,22.85,382.28,3063,429
2020,Electronics,8636,7.01,332.72,3587,184
2020,Logistics,209,14.35,231.74,86,294
2024,Energy,2652,12.03,66.78,350,157
2018,Food & Beverage,8503,27.69,489.64,373,391
2020,Logistics,3025,19.51,449.91,1233,47
2023,Agriculture,5722,25.44,471.7,1298,128
2024,Healthcare,962,7.32,258.73,293,50
2015,Energy,6474,16.32,469.15,745,225
2018,Food & Beverage,3903,6.96,418.56,659,126
2023,Automotive,6556,22.05,348.61,1864,96
2019,Food & Beverage,9334,8.28,378.96,2750,89
2017,Logistics,5324,20.43,132.58,20,39
2023,Electronics,8030,11.85,405.9,1379,111
2021,Electronics,997,29.11,261.29,98,403
2016,Energy,6896,7.25,268.05,57,263
2018,Pharmaceutical,2065,6.52,439.77,815,436
2015,Automotive,5756,27.03,299.71,237,489
2016,Electronics,2981,20.07,156.06,485,169
2024,Food & Beverage,7119,24.24,443.09,3390,335
2022,Pharmaceutical,7954,14.32,288.57,3206,231
2015,Electronics,5713,21.13,337.11,1830,202
2021,Food & Beverage,827,24.39,388.13,210,377
2017,Logistics,2497,9.56,477.26,1207,396
2015,Agriculture,8907,14.82,407.4,3809,375
2019,Aerospace,7432,8.22,302.5,1573,164
2015,Logistics,9478,26.89,71.18,4539,376
2023,Agriculture,7204,28.53,68.78,1573,355
2017,Food & Beverage,4752,23.91,143.91,1715,59
2023,Automotive,8563,16.13,120.6,439,116
2022,Automotive,2083,28.02,486.62,347,312
2022,Construction,7931,29.95,192.04,934,271
2022,Aerospace,6381,10.91,278.25,3053,169
2020,Construction,9266,19.72,10.8,353,116
2023,Healthcare,4455,26.67,181.43,788,256
2017,Logistics,6908,15.48,25.87,742,65
2019,Electronics,6808,20.59,133.26,2513,172
2018,Agriculture,6111,20.84,184.31,1776,54
2015,Pharmaceutical,2873,5.9,396.26,1153,337
2023,Logistics,449,8.72,165.19,155,91
2018,Pharmaceutical,4066,25.44,354.29,605,218
2021,Food & Beverage,6750,11.18,273.52,2914,327
2018,Construction,8117,14.4,166.72,1978,240
2023,Food & Beverage,5366,13.13,270.05,1425,335
2020,Healthcare,6888,25.05,360.23,1721,346
2024,Pharmaceutical,614,13.12,133.34,31,462
2020,Construction,5508,8.76,327.92,2433,208
2022,Energy,2159,13.34,99.58,135,496
2020,Agriculture,9937,25.06,281.33,596,175
2022,Pharmaceutical,7785,11.26,44.93,620,420
2015,Food & Beverage,3920,23.06,88.61,609,467
2022,Construction,930,5.27,6.87,300,441
2016,Logistics,3582,9.9,277.64,881,198
2023,Energy,3230,13.71,227.29,353,291
2017,Energy,6056,12.08,14.56,2133,175
2025,Healthcare,9623,22.9,483.43,6,75
2020,Pharmaceutical,6095,25.54,160.56,1786,271
2021,Electronics,9567,20.76,182.97,627,344
2025,Healthcare,3951,29.24,380.57,458,392
2017,Agriculture,9510,20.72,353.51,3025,320
2020,Logistics,4780,6.87,342.8,624,412
2016,Healthcare,3622,21.68,189.2,1034,95
2023,Aerospace,2179,12.81,290.65,875,292
2015,Logistics,4727,22.95,492.62,1273,65
2022,Aerospace,3295,26.56,41.6,191,226
2021,Pharmaceutical,2642,29.96,176.21,1307,99
2022,Energy,1262,19.65,366.7,531,264
2024,Electronics,8454,9.7,357.6,3368,240
2025,Healthcare,3279,15.37,460.46,542,446
2015,Construction,94,23.95,493.46,29,261
2022,Construction,9412,18.79,334.78,3989,392
2018,Construction,7505,21.39,429.56,3148,208
2017,Logistics,1488,17.44,368.59,691,425
2023,Construction,9427,11.0,487.76,4690,15
2015,Pharmaceutical,6025,10.66,474.07,1274,137
2016,Logistics,8497,26.32,75.53,1599,330
2023,Agriculture,7775,25.16,367.74,3765,290
2023,Construction,4801,27.02,401.03,359,487
2016,Healthcare,5981,13.99,184.82,639,381
2015,Automotive,3741,22.71,288.5,1623,91
2018,Energy,4478,16.0,303.71,1356,440
2025,Agriculture,6829,7.74,77.42,246,42
2016,Agriculture,7122,28.33,162.4,3551,281
2022,Healthcare,7194,18.75,311.38,2947,172
2018,Pharmaceutical,5895,14.13,192.88,238,88
2016,Energy,1966,7.07,418.92,499,183
2025,Pharmaceutical,4516,14.91,400.49,571,110
2015,Food & Beverage,1949,24.04,112.51,795,78
2015,Agriculture,1861,25.09,327.5,513,427
2024,Energy,6923,13.82,302.89,824,91
2016,Healthcare,9412,14.98,326.31,952,243
2025,Healthcare,6657,24.95,271.1,3015,283
2022,Agriculture,1347,7.99,70.7,12,29
2022,Energy,4496,14.54,465.61,228,338
2021,Energy,1128,11.99,488.32,308,465
2016,Pharmaceutical,7400,11.41,86.98,2475,62
2017,Healthcare,8235,20.54,116.94,2480,135
2024,Automotive,6312,6.76,474.29,2365,344
2022,Energy,8072,14.96,187.25,3782,228
2024,Food & Beverage,8153,21.45,492.61,1206,217
2025,Energy,8663,14.15,422.54,1349,452
2025,Logistics,3032,10.63,355.47,1194,86
2017,Construction,4405,8.14,199.45,2020,66
2024,Energy,2260,19.2,5.56,346,368
2021,Logistics,6707,14.16,246.94,475,272
2025,Automotive,155,8.54,342.0,26,98
2016,Aerospace,2773,5.28,8.27,363,48
2020,Logistics,1962,21.4,252.56,573,471
2021,Pharmaceutical,794,26.58,288.45,208,23
2015,Agriculture,8751,17.53,21.55,2510,120
2023,Energy,2278,14.92,232.18,639,104
2018,Automotive,4926,26.4,378.13,770,198
2021,Healthcare,1858,11.57,316.62,858,165
2018,Construction,3798,17.34,67.16,10,112
2025,Agriculture,9514,17.29,300.99,477,312
2023,Agriculture,5066,21.96,387.64,10,243
2021,Aerospace,8029,26.63,176.8,962,259
2019,Electronics,9943,9.2,280.6,3925,327
2015,Food & Beverage,5956,7.04,434.29,1837,270
2016,Energy,5048,20.53,429.86,51,367
2020,Aerospace,2634,6.67,228.94,1257,288
2019,Aerospace,3108,6.31,17.3,826,467
2018,Construction,9109,13.7,494.17,2460,480
2024,Aerospace,3745,28.05,356.23,1590,297
2015,Food & Beverage,4340,22.96,175.23,1156,372
2022,Energy,3287,17.79,34.19,517,391
2018,Automotive,3005,20.09,172.85,1141,296
2017,Energy,5555,21.32,60.11,2148,171
2025,Energy,9500,15.08,421.97,2772,197
2020,Energy,675,10.31,199.09,193,26
2018,Energy,9494,28.17,165.4,3175,499
2017,Automotive,8651,6.06,168.16,3384,230
2025,Healthcare,779,17.5,302.74,103,264
2017,Construction,2889,28.59,164.86,134,352
2023,Automotive,4883,28.03,441.12,2057,462
2020,Construction,9461,10.49,144.31,3768,247
2016,Healthcare,1108,9.03,323.03,100,307
2017,Healthcare,629,19.36,104.49,90,378
2025,Construction,4499,8.91,457.83,1506,127
2021,Agriculture,1692,28.44,334.44,469,134
2021,Healthcare,4409,5.75,251.27,2160,144
2018,Healthcare,3165,11.8,6.83,1019,326
2020,Pharmaceutical,1811,21.51,331.87,433,152
2021,Electronics,7104,26.6,309.78,289,294
2019,Pharmaceutical,7199,23.27,333.33,2741,90
2021,Agriculture,2925,29.56,227.95,775,92
2016,Pharmaceutical,9072,13.77,390.42,367,250
2015,Healthcare,2138,5.27,413.54,531,296
2016,Aerospace,7745,18.41,265.53,3434,225
2021,Agriculture,8683,5.84,368.12,1549,468
2023,Energy,6974,7.15,344.25,2157,222
2018,Logistics,8776,5.88,117.43,2024,29
2016,Logistics,8581,26.55,447.43,900,394
2021,Electronics,8360,10.65,243.95,3240,76
2016,Energy,6368,13.99,398.65,2267,176
2021,Energy,4477,27.14,496.49,579,426
2017,Pharmaceutical,7551,14.12,128.45,354,281
2016,Automotive,6593,23.17,37.1,1273,479
2018,Logistics,9718,17.71,151.01,3741,249
2020,Aerospace,3582,8.41,226.01,1275,339
2023,Energy,6797,24.84,232.17,3303,46
2025,Healthcare,9355,7.07,406.92,3774,469
2015,Aerospace,7185,11.87,486.85,66,412
2022,Aerospace,6471,25.22,268.45,1170,265
2022,Logistics,9109,18.51,82.48,3103,130
2018,Aerospace,7095,8.16,449.41,561,459
2025,Energy,1709,29.11,345.29,394,489
2018,Construction,4995,11.11,434.01,1249,200
2017,Automotive,2321,6.7,250.04,599,345
2025,Pharmaceutical,8452,6.34,43.53,1919,284
2022,Automotive,3532,20.71,112.84,354,261
2019,Aerospace,2556,7.09,82.71,1059,336
2015,Aerospace,5123,25.27,480.86,1040,114
2018,Aerospace,3957,8.3,180.91,1307,355
2021,Logistics,1911,10.4,281.36,233,418
2021,Energy,1674,18.1,260.73,836,437
2015,Electronics,9107,23.22,54.37,91,397
2018,Agriculture,5442,17.56,363.7,1801,268
2019,Logistics,984,29.8,418.43,470,415
2018,Food & Beverage,2071,9.25,487.24,413,102
2022,Healthcare,5073,17.4,306.35,1174,397
2015,Energy,9464,18.48,344.8,1771,242
2025,Energy,5322,14.1,136.68,654,135
2020,Food & Beverage,4755,9.3,298.03,1150,336
2019,Healthcare,2205,11.94,204.05,440,41
2024,Aerospace,5620,15.82,327.07,1783,384
2017,Aerospace,9948,5.8,471.86,1439,203
2019,Pharmaceutical,9844,14.33,369.49,4762,233
2024,Healthcare,5411,15.88,458.21,1801,273
2020,Logistics,7602,17.76,246.66,3058,192
2015,Electronics,5250,14.13,475.51,2234,420
2021,Logistics,5712,10.01,51.19,745,453
2022,Automotive,3853,25.14,381.24,1580,217
2019,Food & Beverage,3818,6.03,54.26,369,82
2022,Agriculture,4342,22.33,15.91,2061,325
2024,Energy,7612,12.25,92.92,636,136
2023,Automotive,3676,22.88,104.86,1146,226
2024,Food & Beverage,8683,24.61,447.17,3873,105
2015,Agriculture,9976,29.09,265.38,3276,22
2017,Energy,1656,15.14,41.49,378,33
2021,Automotive,3251,23.06,383.07,1246,477
2025,Food & Beverage,6733,11.93,469.15,629,130
2019,Automotive,5591,28.33,65.6,485,90
2021,Energy,6725,8.54,277.64,2323,232
2015,Aerospace,6581,9.08,274.49,1866,302
2016,Food & Beverage,5808,14.96,361.21,1205,226
2023,Pharmaceutical,4892,19.38,454.95,155,244
2018,Automotive,8935,27.7,405.42,2425,361
2020,Automotive,8839,10.28,463.24,3097,381
2018,Logistics,8530,27.15,40.53,803,49
2022,Electronics,4476,29.45,4.56,17,382
2015,Food & Beverage,5631,16.78,181.94,1292,384
2021,Electronics,8633,26.3,148.3,4032,52
2023,Logistics,3893,11.3,265.12,839,289
2016,Construction,8831,20.55,384.09,1987,41
2018,Automotive,5991,18.93,105.21,2551,198
2025,Food & Beverage,2138,14.07,498.34,883,241
2025,Agriculture,115,9.03,340.34,36,147
2017,Healthcare,204,14.14,15.03,31,329
2023,Construction,8848,16.83,387.07,7,121
2017,Automotive,5170,6.97,154.06,1966,32
2018,Energy,388,22.94,376.15,180,239
2018,Automotive,8990,27.17,194.69,2981,348
2021,Agriculture,4319,25.37,486.54,409,452
2019,Energy,8654,16.09,298.85,2547,287
2023,Agriculture,6969,23.77,265.47,1116,10
2018,Food & Beverage,2527,24.15,46.34,697,374
2021,Automotive,9344,20.49,184.3,2221,18
2018,Agriculture,984,19.95,45.17,84,178
2015,Food & Beverage,8672,16.89,435.43,1603,117
2016,Logistics,6480,15.03,154.86,834,56
2015,Food & Beverage,1020,21.62,358.14,374,212
2015,Automotive,6087,8.35,100.69,1314,381
2021,Logistics,8446,10.46,286.63,1180,265
2018,Automotive,3476,27.44,315.84,711,158
2017,Healthcare,2768,23.78,230.96,723,235
2018,Logistics,6437,13.72,261.77,453,322
2016,Healthcare,2994,7.89,471.46,1423,252
2025,Logistics,847,12.9,286.94,301,243
2024,Automotive,1403,24.29,296.47,457,448
2025,Logistics,8415,18.78,245.06,1292,258
2021,Construction,7195,15.97,52.38,238,495
2021,Automotive,741,22.42,286.73,157,460
2023,Electronics,6493,24.5,127.45,2563,339
2025,Agriculture,3930,18.1,407.31,359,420
2022,Electronics,3205,26.04,38.74,1280,258
2020,Logistics,4310,15.2,136.25,1483,55
2017,Healthcare,2682,9.54,339.86,104,113
2015,Agriculture,488,18.7,213.0,150,310
2016,Energy,1502,22.77,142.03,682,114
2018,Logistics,1591,12.44,31.63,23,481
2020,Healthcare,4519,15.29,261.18,567,169
2025,Energy,6466,16.97,250.1,1135,306
2025,Aerospace,2706,9.42,192.75,292,128
2021,Agriculture,9339,15.7,70.33,371,491
2019,Healthcare,5883,24.38,302.94,2698,186
2017,Aerospace,9160,26.13,106.58,3275,241
2020,Aerospace,8115,26.83,125.73,3414,123
2015,Construction,6222,25.99,255.97,1629,86
2024,Logistics,5584,18.61,293.83,1208,199
2020,Logistics,5987,5.85,116.88,2739,248
2024,Electronics,9989,29.21,298.41,3499,88
2022,Automotive,3967,19.05,97.72,464,124
2016,Agriculture,2386,7.53,476.87,188,178
2024,Logistics,3588,28.74,106.11,891,24
2022,Aerospace,3195,11.15,276.79,872,176
2021,Pharmaceutical,1284,17.93,360.51,571,181
2024,Logistics,5868,24.34,487.48,382,266
2018,Aerospace,4562,25.39,405.96,1346,245
2025,Healthcare,9633,5.27,366.59,1674,324
2018,Automotive,3434,20.74,373.54,330,178
2017,Pharmaceutical,3701,26.82,431.01,1620,53
2018,Construction,8788,26.73,239.64,380,300
2023,Pharmaceutical,6115,28.54,369.19,2321,57
2017,Construction,5215,13.47,292.84,66,468
2018,Healthcare,7229,7.99,101.16,1923,326
2019,Pharmaceutical,878,16.87,150.52,413,305
2021,Electronics,6983,19.24,301.96,1966,237
2017,Automotive,1261,25.45,479.18,535,480
2024,Pharmaceutical,9308,29.3,287.92,2769,482
2025,Pharmaceutical,4423,11.05,360.93,1905,326
2025,Healthcare,9101,10.08,266.79,3497,290
2023,Food & Beverage,4365,14.46,449.56,925,471
2021,Food & Beverage,6740,20.21,416.24,3288,143
2025,Aerospace,9485,29.86,64.54,399,404
2025,Logistics,7681,29.87,301.78,797,497
2016,Food & Beverage,4489,20.59,209.89,145,328
2015,Food & Beverage,6477,21.64,119.05,1474,31
2017,Energy,8884,29.09,432.24,798,483
2021,Automotive,5840,28.39,91.4,90,15
2023,Energy,2193,22.55,418.24,868,358
2015,Healthcare,3549,24.92,339.07,1761,378
2019,Aerospace,7402,5.71,82.4,1683,421
2015,Agriculture,3345,23.05,378.48,1229,476
2021,Healthcare,3858,22.54,405.35,504,448
2024,Pharmaceutical,9605,27.27,405.5,2001,231
2019,Construction,1415,26.9,282.3,671,343
2022,Healthcare,4216,7.13,339.88,522,111
2025,Aerospace,721,24.9,71.22,269,60
2022,Healthcare,3126,25.32,419.43,567,320
2019,Healthcare,4711,16.15,322.73,913,11
2016,Aerospace,6285,23.65,417.82,232,431
2023,Construction,9775,7.8,294.02,3562,196
2022,Logistics,6132,14.74,363.39,1908,14
2018,Healthcare,1233,28.29,159.7,267,136
2023,Food & Beverage,1330,8.44,357.35,273,300
2019,Aerospace,3160,19.08,51.47,95,378
2018,Energy,7503,10.27,398.27,705,100
2023,Healthcare,2837,17.1,83.68,104,299
2019,Aerospace,9002,26.4,236.06,3306,150
2020,Energy,6035,6.64,255.51,2028,447
2019,Electronics,6635,9.99,257.96,1223,314
2022,Food & Beverage,9508,23.03,175.01,27,457
2025,Automotive,8587,14.47,373.81,1776,174
2021,Pharmaceutical,7463,23.47,277.06,2266,353
2022,Healthcare,7623,22.09,149.69,2552,425
2017,Food & Beverage,4743,13.2,15.07,1999,463
2016,Aerospace,2915,7.66,143.07,167,410
2017,Logistics,6109,14.96,342.17,1967,32
2020,Energy,4008,17.68,322.43,1155,58
2022,Electronics,5955,7.76,93.03,1182,369
2017,Agriculture,8651,18.82,53.91,635,433
2023,Aerospace,3409,23.02,462.65,1543,452
2015,Pharmaceutical,7541,12.43,264.95,897,104
2019,Food & Beverage,9948,25.8,131.2,2598,338
2021,Agriculture,9641,21.44,396.47,1611,351
2020,Healthcare,2041,6.64,314.6,79,149
2019,Food & Beverage,3920,7.21,174.49,1189,30
2015,Logistics,6816,14.31,107.97,2856,360
2016,Food & Beverage,6083,27.82,478.03,2378,388
2021,Energy,9631,14.83,127.26,2776,286
2021,Aerospace,6072,18.84,208.46,2515,56
2021,Electronics,5690,27.89,14.93,2195,477
2015,Energy,1029,9.29,297.63,125,279
2020,Food & Beverage,6225,7.58,260.41,803,117
2019,Logistics,1776,10.24,18.54,48,144
2023,Healthcare,2096,27.02,492.97,195,148
2019,Electronics,7600,24.63,442.49,297,95
2022,Pharmaceutical,1421,20.49,216.79,584,134
2017,Food & Beverage,952,27.85,64.19,47,309
2022,Energy,4309,10.3,353.57,676,162
2022,Aerospace,6487,14.54,498.19,2375,439
2020,Pharmaceutical,8566,25.87,73.1,399,485
2024,Food & Beverage,2639,11.66,407.23,1312,91
2018,Automotive,3803,11.99,212.34,550,48
2025,Food & Beverage,9798,19.04,176.24,543,259
2020,Construction,5178,17.3,271.83,736,365
2018,Automotive,7943,29.23,221.21,337,459
2023,Agriculture,2232,13.26,262.5,813,111
2019,Agriculture,7028,14.54,103.96,1467,282
2019,Agriculture,6709,12.09,438.46,2515,291
2023,Healthcare,9106,26.68,97.93,3444,14
2024,Healthcare,5637,19.61,318.98,1235,383
2024,Agriculture,6617,18.85,457.43,2986,65
2017,Agriculture,8158,8.86,437.6,3191,286
2022,Electronics,4963,20.99,27.89,441,341
2025,Healthcare,1764,6.65,292.72,858,365
2023,Electronics,4820,27.6,103.52,1260,222
2020,Energy,449,14.8,80.65,100,276
2019,Agriculture,7956,21.28,161.37,2278,171
2023,Automotive,7526,14.62,430.12,2853,295
2017,Agriculture,2106,16.43,282.08,755,324
2019,Agriculture,8917,17.1,466.53,3376,380
2015,Logistics,2324,18.89,341.54,364,27
2015,Electronics,2798,18.17,439.8,1253,181
2016,Energy,2340,14.86,364.78,122,349
2016,Electronics,5177,17.14,396.96,2503,37
2024,Pharmaceutical,6294,28.06,399.58,2673,131
2022,Logistics,499,17.21,7.23,158,368
2023,Agriculture,9820,20.71,170.7,2183,175
2020,Automotive,5084,12.44,55.98,1514,119
2022,Food & Beverage,8530,6.21,33.1,4115,17
2023,Electronics,4812,7.31,1.42,2327,422
2017,Logistics,5549,21.89,452.47,791,337
2022,Healthcare,158,24.65,426.73,74,300
2018,Energy,9405,12.99,205.68,395,70
2017,Logistics,7339,29.62,16.84,3151,205
2024,Healthcare,5850,12.6,401.35,694,450
2022,Pharmaceutical,3453,18.7,16.41,580,120
2024,Pharmaceutical,3110,22.81,408.09,115,44
2020,Logistics,8800,23.87,208.35,4115,125
2019,Automotive,5100,22.8,278.67,56,345
2022,Healthcare,4755,24.52,292.93,1381,466
2019,Electronics,5897,16.68,20.87,141,39
2025,Logistics,8676,14.21,47.0,840,41
2022,Food & Beverage,5158,29.44,328.03,1836,36
2025,Healthcare,5973,8.83,433.73,1993,45
2020,Food & Beverage,5901,28.99,255.41,319,174
2019,Logistics,7208,13.61,462.9,81,124
2024,Construction,4702,14.88,321.29,13,177
2024,Aerospace,397,25.39,496.01,63,271
2024,Automotive,2919,21.13,12.58,1450,310
2018,Construction,866,27.26,202.29,237,150
2024,Agriculture,9454,18.07,317.9,1779,272
2019,Aerospace,8549,26.16,342.37,782,112
2015,Automotive,5909,11.41,233.77,774,75
2023,Healthcare,3673,7.46,129.41,775,310
2021,Automotive,9579,20.6,291.17,2763,430
2019,Food & Beverage,8514,26.92,399.85,1183,94
2020,Pharmaceutical,338,14.92,140.49,121,391
2018,Logistics,4282,15.95,441.59,1100,58
2019,Construction,7490,24.59,137.99,243,471
2025,Agriculture,6051,6.08,84.15,951,346
2020,Energy,9741,20.48,43.4,4705,188
2024,Aerospace,7069,5.96,83.21,403,12
2020,Aerospace,4919,5.03,122.46,1809,174
2018,Electronics,3343,5.96,463.45,195,316
2018,Electronics,7981,10.4,363.76,1725,32
2018,Food & Beverage,3872,24.91,144.87,1857,157
2025,Construction,8743,22.84,70.37,4174,345
2020,Electronics,4154,5.5,387.1,390,132
2024,Pharmaceutical,7064,15.01,58.72,2038,388
2025,Pharmaceutical,8485,6.68,265.47,428,42
2024,Agriculture,9756,8.74,489.01,3650,329
2022,Construction,6437,8.11,414.26,2467,318
2023,Pharmaceutical,9234,5.57,151.79,2862,474
2016,Pharmaceutical,6445,20.67,486.21,347,301
2022,Agriculture,5614,15.9,387.51,244,446
2016,Food & Beverage,722,6.43,17.87,66,11
2025,Electronics,7127,21.53,401.55,2024,102
2020,Electronics,841,14.72,497.68,339,146
2025,Pharmaceutical,1181,25.08,37.8,55,161
2017,Energy,9172,5.37,78.21,3745,236
2025,Food & Beverage,376,7.15,87.84,143,457
2022,Pharmaceutical,6165,6.71,130.62,2513,122
2025,Pharmaceutical,6515,24.73,175.3,1705,297
2024,Aerospace,4644,26.96,218.34,201,268
2016,Healthcare,5415,18.06,94.78,11,144
2016,Agriculture,158,26.56,274.81,54,462
2024,Aerospace,479,6.48,56.05,14,206
2024,Automotive,4357,26.87,206.09,400,30
2015,Food & Beverage,7751,12.76,215.61,2500,434
2016,Pharmaceutical,4696,9.57,430.1,613,152
2018,Aerospace,5768,20.18,75.59,2605,249
2015,Logistics,300,24.31,212.61,0,312
2025,Aerospace,2629,22.53,388.82,1015,190
2020,Logistics,7056,12.72,31.04,1538,253
2023,Electronics,2187,17.51,143.84,19,458
2018,Energy,8021,7.84,381.09,1235,222
2024,Logistics,3746,27.75,5.32,1608,34
2018,Logistics,9585,22.27,434.51,2914,451
2024,Food & Beverage,2588,10.92,83.24,563,332
2019,Pharmaceutical,3381,13.98,452.76,1101,93
2018,Logistics,8775,15.78,148.4,3418,291
2015,Agriculture,9615,22.26,467.27,3459,102
2016,Electronics,5014,12.78,294.9,1318,139
2023,Healthcare,6305,6.49,329.46,1132,361
2020,Aerospace,5116,24.53,415.91,2043,308
2015,Construction,511,5.22,484.73,111,461
2024,Electronics,9226,14.51,295.68,4481,56
2018,Construction,685,26.09,322.58,1,463
2015,Logistics,8747,9.17,80.52,2836,421
2023,Logistics,2867,20.22,213.14,898,207
2024,Automotive,2791,29.48,373.87,1050,321
2016,Food & Beverage,176,17.9,159.94,65,442
2018,Agriculture,6215,12.1,146.5,2790,455
2017,Energy,6302,28.06,284.27,1499,271
2018,Automotive,7498,5.38,120.07,3627,199
2022,Agriculture,9210,23.5,199.49,3393,221
2016,Energy,9398,20.92,254.31,1188,16
2016,Healthcare,6602,13.27,499.5,104,138
2016,Pharmaceutical,6501,21.48,80.34,1673,264
2023,Automotive,6571,5.3,2.45,566,57
2020,Automotive,8988,23.33,35.21,4478,273
2023,Energy,9548,8.24,386.17,2422,156
2018,Aerospace,829,6.82,450.74,39,250
2025,Aerospace,2882,24.96,366.65,834,11
2024,Pharmaceutical,8452,24.62,408.17,2350,87
2019,Energy,1907,24.29,419.1,7,327
2019,Agriculture,8403,28.16,413.51,1837,317
2024,Logistics,8833,10.25,386.9,1281,416
2022,Energy,9140,24.93,23.83,3716,395
2025,Automotive,9430,25.16,254.5,691,327
2020,Food & Beverage,7804,26.78,415.8,70,219
2018,Pharmaceutical,4900,12.14,415.65,1911,363
2017,Healthcare,1907,12.94,257.59,165,293
2016,Aerospace,2410,11.6,442.15,8,82
2015,Aerospace,3707,8.85,358.12,990,84
2020,Healthcare,8927,28.19,429.97,3331,279
2015,Automotive,1648,9.84,136.63,467,250
2022,Energy,7528,20.99,431.12,2945,488
2019,Aerospace,631,17.33,429.59,133,63
2023,Automotive,2020,10.39,135.96,903,147
2018,Automotive,5310,13.91,415.55,2288,429
2022,Logistics,4291,18.11,212.88,1155,315
2022,Energy,3639,22.57,296.63,947,455
2016,Electronics,2683,22.86,446.45,1144,212
2024,Food & Beverage,468,22.96,72.97,122,357
2022,Food & Beverage,2526,25.6,138.97,563,37
2022,Agriculture,8310,18.36,190.49,369,122
2016,Healthcare,5850,12.66,398.51,729,224
2021,Energy,5707,27.41,201.42,2318,117
2018,Energy,1275,8.99,186.77,525,182
2020,Healthcare,1604,16.21,9.45,330,272
2021,Electronics,1256,7.74,73.95,202,227
2020,Food & Beverage,6638,23.21,273.84,650,170
2015,Energy,3239,16.39,171.43,87,109
2015,Energy,9460,12.93,248.77,1481,394
2016,Healthcare,5454,13.28,407.5,1200,131
2016,Pharmaceutical,907,10.79,208.65,35,165
2020,Energy,2169,18.83,321.74,304,91
2025,Construction,9185,24.73,474.21,1931,206
2018,Food & Beverage,8885,5.66,54.24,1235,139
2022,Pharmaceutical,531,7.58,7.85,240,271
2015,Food & Beverage,9576,14.12,478.65,1303,164
2015,Healthcare,2428,19.6,480.01,1004,484
2019,Automotive,7807,24.66,145.18,2961,254
2021,Aerospace,9906,19.28,146.19,264,274
2020,Automotive,9772,19.92,495.2,331,138
2025,Logistics,4251,16.64,172.49,1971,258
2019,Aerospace,4972,10.76,304.67,1891,250
2025,Healthcare,3838,29.21,364.81,113,69
2024,Logistics,623,14.3,370.35,268,279
2018,Logistics,4383,22.63,473.51,126,112
2024,Aerospace,7390,8.05,136.95,2188,214
2020,Construction,5321,6.5,437.85,323,174
2018,Healthcare,3346,25.34,272.15,1416,24
2018,Aerospace,1706,28.73,56.39,350,153
2023,Pharmaceutical,7563,29.16,487.42,3561,172
2022,Construction,8703,23.15,170.56,1212,486
2018,Automotive,6297,29.18,182.21,849,168
2016,Electronics,7094,7.01,364.5,2768,24
2020,Automotive,4218,24.66,343.53,1338,344
2022,Aerospace,6260,26.46,160.0,835,75
2024,Automotive,3902,21.29,306.2,1601,125
2024,Aerospace,6539,7.05,462.02,2053,486
2019,Energy,5036,6.04,119.63,1658,164
2016,Energy,2685,16.88,371.14,1032,356
2016,Logistics,557,5.89,414.28,106,417
2021,Pharmaceutical,9717,19.62,305.1,431,30
2025,Automotive,7238,6.72,472.07,2971,150
2017,Energy,808,23.15,391.14,47,134
2017,Agriculture,7130,27.29,148.15,843,186
2023,Healthcare,7445,18.72,328.3,2410,467
2015,Automotive,156,8.7,43.19,40,217
2024,Agriculture,2939,29.36,59.05,1156,163
2023,Healthcare,4000,6.76,97.62,570,439
2015,Pharmaceutical,3666,29.04,93.03,1335,162
2025,Logistics,7488,21.19,185.26,1024,373
2018,Electronics,3003,26.26,192.38,152,165
2025,Food & Beverage,3496,23.17,107.33,1057,122
2024,Pharmaceutical,1423,20.12,139.96,433,261
